,Acetanaerobacterium,Acetivibrio,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Allisonella,Allobaculum,Anaerococcus,Anaerofilum,Anaeroplasma,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Atopobium,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Bulleidia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldimonas,Caloramator,Campylobacter,Catenibacterium,Citrobacter,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Coraliomargarita,Corynebacterium,Cronobacter,Denitrobacterium,Desulfotomaculum,Desulfovibrio,Dialister,Dietzia,Dorea,Eggerthella,Elusimicrobium,Enterobacter,Enterococcus,Enterorhabdus,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gemmiger,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hespellia,Holdemania,Howardella,Hydrogenoanaerobacterium,Klebsiella,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Lutispora,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Mitsuokella,Mobiluncus,Mogibacterium,Moryella,Murdochiella,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalobacter,Papillibacter,Parabacteroides,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Robinsoniella,Roseburia,Rothia,Ruminococcus,Saccharofermentans,Selenomonas,Slackia,Sneathia,Solobacterium,Spiroplasma,Sporobacter,Staphylococcus,Streptococcus,Subdoligranulum,Succinivibrio,Sutterella,TM7_genera_incertae_sedis,Tepidimicrobium,Treponema,Turicibacter,Unassigned,Vampirovibrio,Veillonella,Victivallis,Weissella
SAMN04382334,29045570.0,0.26652703,0.6670221,2.3064358,1.1440191,0.70203763,inf,1.5833821,0.2531186,80.17642,1.4284507e+16,1.6213093,0.8563002,0.89557755,106.1884,0.5255394,3.9410408,0.13058938,4.758735e+17,3426.2822,8.126085,0.20488723,29.93367,180.25111,7.6588674,1.805586,0.04158743,12465106000.0,0.16397366,0.75119185,0.99341136,0.19108246,1.3053939,1.5171288,19.231396,3.404144e+33,35.447376,72634.19,0.34377474,1.5616719,0.57387036,1.40457,0.44873935,0.23292047,0.20440364,1.4967782,14.512489,inf,931690.5,2324826.8,31250.652,0.04653767,5.559442,17583376000.0,0.6500121,491.3327,16.337866,0.49021825,1.0275282,4.3828707,2889.0303,0.4657224,0.28051618,4.6585433e+22,111688536000000.0,1278.4958,1.835976,0.1524912,0.21428646,0.40432408,1176681.5,7.1279197,2.2919878e+30,0.16920471,213275300.0,13.454403,10.7962675,0.44452566,0.9433886,25.465582,1739687.1,0.93928003,31558.633,3.5956872,0.4684565,0.3406919,0.9838257,3722502.5,0.9458016,63.575798,13.505869,inf,12.297591,3.5599272,1.4282941,3.764727,8.038354,787319600000000.0,0.09837985,0.19772823,0.1755702,0.44406018,0.20375189,0.36473775,7.3532357,0.5171777,1.1092944,18.634823,0.3769122,1307930200000000.0,39.616116,234.15381,3.2040586,5.8498477e+26,5.3758187,43.692,0.6634612,0.51756716,0.48853657,0.02279672,3.581182,0.38910162,0.6848206,0.04960573,8.643977,4.885791,4.187873,10970.657,0.46429738,5.593649,2.988684,2.1570086,14.188315,0.22258547,81625210.0
SAMN04382335,0.35740477,0.18947266,19.775219,1009.6763,inf,0.021673052,0.90834564,6.618685,0.4537846,4.641333,23.289309,0.43709528,14.759407,0.19591628,1.1897421,1.6545572,13.740447,inf,18.190195,1.1071547,0.78298014,7.5963603e+33,0.4196095,28214.043,0.096585765,1093.4642,36.7566,0.29732984,0.12933123,56.943623,19037.639,0.73574144,4.6643186,inf,1.4474362,0.40960014,0.632608,0.711787,3.5266786,8.287292,3.5705004,11.884327,0.08600803,154562.12,0.53856176,0.9311768,1.4341921,4.9689207,1.0014678e+21,1.8811146,0.14273301,4636856500000.0,836064100000.0,0.36755285,23.919779,86620.35,1.0996037,2.3124654,95.60986,2.6483746,4.6999545,0.15144992,6.816235e+33,0.075156994,0.071688026,0.29269463,0.085453406,8.320512,0.035835486,1.2396872,3.1901517,0.58442247,2.6771965,1.2747723,0.23395887,0.10739123,9.687235e+20,0.04624069,86.98559,0.737282,3.7103342e+21,1.5537009,525.98444,4.7627254,0.23271282,1.5868884,1.2593912,125633.375,0.4198297,2.8206985,28.815073,23220.67,32.592422,16784766.0,1.9779161,0.064510606,7.0711604e+24,30.779297,1.2680789,0.24384664,0.21172948,2.4133058,0.10844396,1.2188593,6.286991,48.74349,9.487233,3.554227,4.7494435,236.19524,1.536537,5.261898e+25,1.086712,66221.85,1.2467257,0.099380225,1.6611198,2.1999738,0.22357908,1.8610512,1.3690369e+16,109.218796,1.8459693e+33,3.7600412,66.83831,11.097889,0.069712095,1.7416794,0.9374539,0.64811355,0.4424015,0.5434859,0.46472225,13094.759,51.983555
SAMN04382337,373.03622,0.773953,2.144647,0.47790927,3.9670243,0.7559043,34922890.0,3.6946082,0.1622047,34.069527,9583499.0,19.158335,1.4225965,0.9535906,12.534879,0.67214847,1.8514459,0.093147546,inf,804624.44,10.155737,0.08249993,13.453338,151.6172,3.5071287,28.434048,0.16757628,499.19058,0.4377558,0.15101409,3.50301,0.13952526,2.1233833,1.608423,5.04986,7.895318e+23,10.481993,0.31130916,0.15455846,0.36778855,0.5738035,1.8765388,0.66905713,52.824333,0.09535694,2.0252242,0.09390208,inf,1.2874658e+17,97.846245,2783491000000.0,0.1606626,8.74309,6627.809,0.32125548,4.401541,330.16556,1.5747533,1.3893814,0.9174482,93.37728,1.6782594,0.5090848,10833.14,518.542,9803.4375,1.5878596,0.31498536,0.50241935,0.2218799,504209.16,8.545907,11354706.0,0.90856034,inf,15.599516,1.6931593,4.3736863,0.1995521,5.2932534,3.723114,0.4466749,18696656.0,1.768246,0.18142572,0.27170578,2.5101998,10575945.0,0.2037858,17.763222,69.03437,104.495575,0.78849906,1.7102324,0.6489413,1.0810661,1.9875082,1.5114337e+32,0.16341914,2.8449497,0.18403883,0.34193084,0.43080482,0.2904781,6.7591896,0.41344684,0.42494303,3238.5154,1.3072368,inf,1531957500.0,0.46422568,2.637287,0.6549417,7.220694,2.8990872,0.9299743,0.34045443,0.7390453,0.022238217,3.4198906,0.55126745,0.8676919,0.043225396,0.30155644,1.2084718,2.3133867,0.7867732,1.5354536,1.5914748,29.574528,2.6712732,4.08371,1.2179636,1.7079984e+16
SAMN04382448,1.8100723,588.95374,27232.754,1638865.8,inf,0.35352555,2.4400082,30.144022,0.3849571,4.5205164,2.6820357,39.271744,8464.3,0.26049173,1.2278708,0.1758464,890.92316,inf,2.460233,15.544164,0.61561096,inf,1.6502714,24.163765,0.09841047,152.87398,11.910611,0.36814097,0.043836493,5.819806,12477.68,5.1489515,163.52621,68623650000.0,0.30989295,0.7940506,6221727.5,0.2909456,839779.5,1.678637,0.71966076,7.6176157,0.23436163,770.0323,1.283654,59402104.0,22.199844,0.43592486,0.8054363,3.107571,2.8260148,inf,0.03998477,0.25597763,5022.99,182.18027,0.9394252,4.9438777,18.046585,1.0340084,10.79715,0.22936757,342908480000000.0,0.37633476,0.12704399,0.07021365,0.47994536,29.512365,0.17129797,0.8242784,0.31884196,1.7680743,1.3471645,2.1196012,0.9270074,0.14310144,709.12964,0.2930668,6288080.0,0.15978914,3.2077997e+36,3.012973,6.6257048e+25,0.61943173,0.7054275,5.532123,0.55698484,125.501755,0.08475648,3.2537386,3.882531,0.42835614,0.12501499,2.0535924e+19,0.094220996,0.036321703,190.71732,1434.5382,128506620.0,0.566961,0.11349259,0.48048905,1.159978,1.5208473,10.110084,4.4029574,18.53068,1.4693372,29.143244,0.22324651,0.4588124,98322.06,1.3279146,4.032342,0.38253847,0.07163877,3.2291348,2.144806,3.4524498,1.8455042,775520600000000.0,inf,inf,0.40566567,1.7087432,0.45017883,0.04029552,0.64653987,854.3948,0.31734008,0.104388155,0.29851863,1.2567117,49333.348,101825.125
SAMN04382449,1266267800000000.0,1179274.1,15119553000000.0,inf,inf,0.12738405,2.747353,78782.414,0.73543805,10453.427,1.8423444,0.098916695,1.1484092,4.14044,3.6242833,1.0551238,2.1447314e+16,51019.312,0.78552336,2.3708096,0.13796918,6.841856e+16,0.65389013,85.14571,3739.0454,1.379182,0.35836786,0.19617218,0.058573905,8260592.5,5.6463804,0.28542376,1.0319801e+37,83371784.0,1.1027231,1.8342365,1675631.9,0.39990258,3.437007,1.2042911,0.26355997,1.8671739,0.08970973,0.6524411,1.8968151,0.16508782,inf,116.959404,0.3456577,0.54322016,0.4276307,inf,33.73693,80928.41,50.48334,90.302765,5.0212355,4.4622903,22326692.0,1.6914414,1.8149827,16.265265,0.68218553,0.5678465,0.07879654,28.845724,0.4888592,2.721507,0.716112,9.35149e+18,0.16581321,6.6987557,1.2170358,0.665802,0.44845617,0.31039545,5.9424634,0.2869927,0.07517187,7.70757,1.1037086,0.51682764,4926595.0,0.8260261,1.7632642,3989.077,0.2713491,0.33034772,0.83710074,7.7693276,36.95107,0.22537115,0.09833406,inf,8.236465e+31,0.57455146,43337256.0,0.9390891,8.412084,1.6584198,1.2844427,72.10406,5.6891193,2.1083844,3.9846158,5.0731125,379.6653,0.25051627,67.51374,0.24690363,0.2856413,7.0192213,5103138.0,inf,1.92816,4597165600.0,3.0954888,46531.984,7.2857137,0.06388617,696171.3,1.0495938e+18,5291.72,102.67974,12.2194195,inf,3.5030842,169782060.0,188.10516,8.594373,0.62387437,1.386682,1.0591055,3.2316657e+33,0.9577778
SAMN04382450,0.52265054,0.12901513,1.2439764,3.4799268,0.8952239,42.115932,inf,0.7718879,0.10161107,3547104.0,984838700.0,0.5067653,0.14517106,0.98074305,108.29288,9.781884,21.650427,2.7962046,21273.4,0.41750753,0.4299745,1.4584657,0.33765107,4.2042017,0.47215417,0.86440706,0.06744246,2.8101187e+21,0.16395856,2.2409434,71.8247,0.24066429,0.9636629,7.1406326,106.1738,12564.717,2.269374,35854.465,1.6044015,19.187943,0.3797985,1.1387141,0.15541513,0.5395115,0.05833384,0.07591452,52.57443,inf,26.312075,0.40758854,1.2786225,4.8447757,3578.6118,736.207,1.4579743,0.6607862,7.043953,0.28073117,0.8235122,4.520675,10177.546,0.48428056,0.36884624,2349759200.0,1.6696437e+29,1654.8285,0.6653638,0.2075886,772.0968,30.576147,4.863622,4.0622706,4.5075908e+32,0.20432407,11642663.0,2.3068912,6.942058,1.3335115,1.9672203,12.218312,1.4179754,1.6527368,597.96136,2.1176991,0.49965963,0.3049116,0.1147341,0.2712797,0.91196144,65.38838,1.9218816,1.5323903e+28,7851895300.0,1.2577184,0.7143607,8.567485,1005961.7,0.3144851,0.24223574,1.2835314,0.76498884,4.283338,0.27130118,3.0085971,4.3721747,0.38344657,0.10700024,1.8002142,11928355.0,inf,0.32164562,4.8444185,4.370404,24076414.0,5279612700000.0,20522096.0,4.5293136,195.3455,0.7331473,0.034141716,20.978342,0.15186864,0.54313576,0.08902648,0.4956505,3.1642926,22191.408,4.5881215e+17,18002.46,8.733898,3.9026737,1.9968324,0.42811486,0.27581295,inf
SAMN04382451,5169.7354,0.70559704,1.4721872,5.6381383,0.19096889,0.5322144,1859.4786,1.076407,0.30505243,2.0952582,21.846973,0.06795881,0.3881528,0.34518388,138.57938,1.0676982,20076268.0,30738.762,2.2201495,0.14033116,1.7983809,1.749358,14498472000.0,4.411505,158.2291,3.311492,0.005682989,1696.1705,1.0132427,0.05169365,341.6755,0.13330741,0.6358826,0.07920926,244705040.0,5.0321045,0.5729987,1.2207978e+28,0.41984716,0.8280093,0.68081677,0.40972003,1.1891247,10824.784,0.22005603,4767816.0,inf,9.085014e+32,1137.9437,140.86244,121.80849,0.013569753,1.4644667,73590934000000.0,1.7388407,12936.544,inf,0.13325787,100.31594,5.305695,15.018747,49.171745,0.14839967,400.73105,4.3964574e+18,3015.6562,1.1128455,0.04551104,0.7795557,10.493625,120.55602,0.8700869,15227365.0,3.455298,289850.5,338.90613,1906.3542,0.29173943,0.48099536,3.7966585,112.66668,5.5201087,1.1205198,79.25963,1.0526869,0.83709574,2266344.2,52.278126,0.27348763,0.8990053,6.8901086,41631.91,5.3519077,131.23781,1.2847347,1455.8022,1.275328,921.33984,0.29867855,0.2612271,0.2955792,47.29351,0.49695674,0.18866274,3.2152474,2.923099,2.1541887e+19,111.433975,0.74011177,7.982502,14.958562,122295.21,51778294000.0,inf,1.3523912,9.910362,2.7985492,0.2919544,0.4812703,0.32228082,3.6945908,0.44935837,1.1115917,1.454474,5677.367,8.218978e+21,5.832715,2.0680465e+31,0.47145215,1.0285231,4.7084675,1.5306953,7724.1416,0.16982767,0.6763369
SAMN04382452,385.0967,0.56417996,0.85154414,2.5002854,1.0231434,0.6007293,5750199000000.0,1.1916434,0.10679266,18.671108,1.8290752e+35,566971.4,0.6216412,1.7100061,5.3521295,0.95575213,35.073776,0.22378969,6309.2393,0.18138011,0.49466103,0.56175256,2106.4224,15621.516,5.09388,9.746915,5.1003556,3470459000.0,0.33913657,0.049529914,1.7320161,0.049706966,0.48447075,1.6050314,59.113495,3959838200.0,0.1412831,549564870000.0,0.39338914,0.75658053,0.060952116,3.8063853,0.050400067,254227.44,0.09507284,inf,4.017249,inf,71.7346,11.428768,8.875961,0.10968587,8.302069,3.2520545,0.4676579,4.1933117,1232190.8,2.1134465,6.852126,0.7285775,126752.25,2.9119453,0.11607283,256.59387,inf,736.3094,3.1464071,0.41882038,0.2230618,2150727.2,3.7288878,1.5790484,75.74801,0.18152605,inf,2314.3882,20.564552,6.3900375,0.88582194,12.897138,5.75137,6.3130283,18.2073,2.0075853,0.47415945,1.0476598,0.70914596,212.40169,0.29666245,2.9889307,0.3771888,inf,34.10134,2.0163658,0.344869,0.9308624,9.851394,1.5544771,0.3746565,0.2913476,0.62760705,13.870334,0.31898865,0.0464932,2.7187657,25.801722,0.1416371,2.8841176,36.35199,inf,117539.88,2.8410914,1170.722,5.134686e+19,8.326179,6.33401,0.77936685,0.04969769,1.6167809,0.009436716,13.664005,0.066545345,0.4733991,0.29567936,19.663595,909.4085,4.552678,inf,2.007233,10.939763,43690396.0,0.54685235,5628064000.0,0.23851278,360.97363
SAMN04382453,59866106000000.0,3.8899145,177.45517,101370.805,inf,11.883844,7.55295,inf,1949908000.0,inf,0.6868944,1.2323669,0.8778364,1676751.4,1417.8778,0.38130614,9.4687626e+20,1.4795818e+16,3160.149,4.553314,21.272417,0.6554428,15.45682,0.19316415,2.689852,0.4931052,92.006,0.63027084,0.94524235,3.4342315,0.3382289,0.649727,2.0832129,1.1733962e+17,0.18440448,0.0490599,28.409874,0.2141693,0.94469947,0.37290713,5.2464914,0.18745707,0.15465118,0.4450143,0.5920237,81445210000.0,9.01806,inf,1.4174027,0.08602513,1.5030752,0.04212712,1.6739342,2667.5837,10.330983,152.31839,1.5927637,4.689049,0.13740402,6.8258254e+18,10027583.0,6.3079,75.51218,24.7758,10.457771,inf,0.10759091,0.011769614,0.21645704,2.431517,0.7614926,672824.44,79.84431,591.38574,0.6530551,4.3681955,4.6831264,180932340.0,1.1599207,1.974709,2.07332,inf,273885.12,1.7648568,2.1839056,7.304201e+22,inf,1.3786516,0.5753469,0.913726,19.19907,1.2245346,0.43292603,inf,0.11109624,2.3282523,17136.994,0.9502321,3.0828042,2.2964807,0.37118864,0.9148064,2.9222403,3.4209325,0.40292168,20.205484,inf,0.64180636,119547.89,0.04575148,0.17446241,0.078540474,1.7527698,1047799000.0,4.5035186,0.2694224,0.1339687,8.211396,1.0723748e+20,0.23331973,0.30451307,0.20794494,inf,1.24088,306.20883,35.424187,0.21018595,749070.4,inf,0.9936614,24.764103,0.6235239,24590324000.0,0.026611058,0.31636447
SAMN04382454,24.300884,0.3335417,0.62641877,40.726635,7.1468387,0.6787768,1.0634169e+26,0.47382966,0.0668018,257.7775,3.160589e+18,1.2614596,0.54380524,0.8174836,1170.1416,0.8278166,11.948483,0.030577425,305212260.0,0.22697397,28.318222,0.1886258,16.778734,26168840000.0,4.1971593,151.65352,0.09063606,3139797.2,0.46080038,0.6691684,4.390307,0.09241686,0.7537778,1.4269978,20.217667,269354620.0,0.28977498,1763562500000.0,0.3335174,0.9453527,0.45760807,1.9766371,0.14149468,2.0057344,0.103262834,1547472.2,0.7338537,inf,344612.9,909.4241,638.1699,0.18286723,3.1366472,1109.6257,0.59576696,1718374300.0,746584.3,1.2050028,1.1630163,0.6580459,39232.863,1.1466845,0.17054063,589343170.0,3.9430455e+25,404.54672,2.9031763,0.13931392,0.36969116,2.2639372,47.46857,4.1921997,495775.53,0.1612783,inf,5.1462626,186.70099,85.90102,5.910514,32.72669,33.631813,0.8604709,146206820000.0,3.0159042,1.1102197,0.6839734,2.5472994,175396.48,0.21550162,723.45636,1.1633933,inf,0.5294201,1.6035283,0.29048932,0.5762019,1.2320228,inf,0.19654213,0.46885622,0.34885755,0.39803663,0.36249706,0.33570105,3.9241354,0.38856658,0.48646918,3.5375957,1.0460321,inf,150.53229,0.053655688,2028.1216,194868690000000.0,1.514793,13.476357,20.505674,0.14637174,0.52017754,0.022589223,4.297,0.20144032,0.8125638,0.13142413,37.509552,298.21753,3.1343765,inf,0.51587296,2.9472837,2.2406113,0.64620143,9245.146,0.18432428,1485541.6
SAMN04382455,0.48418775,0.09458691,0.7221025,341082.8,17345839000000.0,0.29122055,1.2386154,52.952244,1.2109499,3.196011,0.5257094,12.274099,0.119948946,20553.172,10.885411,8.462902,15478445.0,inf,5.018387,1.187384,12.435597,2.1824937,0.02936719,51676.06,0.043736357,49.89401,inf,0.13609627,0.2269791,3.9227452,0.7648398,0.1794991,35314.86,28.417671,0.8559142,0.1445857,31.66508,1.9610674,20.951338,6.5056195,1.4423275,38.86313,59.924072,inf,5.762408,0.09577362,3.9309237,5.5824533,9474.601,7.4305124,2.560395,inf,inf,16.643772,63.2532,0.40861347,0.13710587,3326223400.0,3.1499867,0.4546239,4.3895794e+19,0.807508,1.6262826,1461.1388,0.34189045,521.49054,0.6209701,0.6267419,0.21512565,36.8233,1.0188707,320.30768,38390.547,0.9491172,0.059130777,0.7605421,44460.008,0.30212182,1.8567396,0.85674083,0.1206909,2.5370562,22.779512,2.017211,0.17570451,14.133943,0.7843654,1.8754641,0.57887375,2.728501,2474823.5,155718860.0,0.034004726,4.388075e+20,12571186.0,1.0839962,inf,1.3139222,1.1617035,0.2568585,0.025819506,0.18890285,0.2198947,inf,2.4061797,4.5986066,2.9613585,7.5013523,2415052.5,0.108734034,1.8655576,inf,0.41606167,3.944338e+16,8.622014,0.18168932,7.731905,12.106258,224659880000.0,1.0102371,0.8288479,620580.25,3.2293815e+21,1.1889014,0.94196635,3.6849601,0.63514394,369.86456,0.8547824,1.0667979,38.39037,0.27354455,3.063595,inf,132.75595
SAMN04382456,9899.103,3.1586144,0.5281932,1.1730139,1483392200000000.0,0.7147371,478653.1,1.1974237,0.81485254,8.430996e+18,0.58635956,4.3346925,14.214319,2.65925,207.97636,0.3725454,2.1634328,0.13734734,72.75625,97000.26,3.0787733,0.010909211,865465.06,16.194073,2.5881243,6.615507,5.5720515,6.4448404,0.06932515,0.052091226,0.19667266,504.73123,6.312686,3.5408854,0.980158,41934324.0,1.8281666,0.37423658,0.019677516,155770.56,0.13405257,1.1333128,54.06702,12.746037,0.07099993,62864.285,0.049142722,inf,17.060404,1.0567735,3251520.0,0.039663296,0.22132087,0.22140762,4.5299487,2.7090495,1.9643342,25.450407,0.692839,0.21776633,282914180.0,39.556877,0.43591866,72.594604,14.719743,124377770000.0,0.6472924,0.22337055,6.3201723,2.0210488,0.5716252,2.5263755,17.276045,62959110.0,2.1101673e+19,32.72598,3771.5186,55.6886,1820.516,3.3013973,0.3614757,0.8909266,9.260901e+28,2.1635349,0.8432832,5.420452,6.642988e+36,0.40837333,3.512415,1.6793213,0.93118346,3285798.8,0.68914884,2.8039615,0.5861934,0.8308,2.6106594,0.071628354,0.5536794,0.09636705,0.28707954,5.5692987,1.1378081,0.05646284,3.5884666,1.214043,22.04166,1.4943771,10.543056,1.2425315,0.5058556,4991.4033,3.0811985,2007.425,427492900.0,0.8465478,0.11585447,3.07173,1.2602658,0.01404686,10.452668,0.5311749,35.261196,0.32504037,6.248327,3.0557811,2.1188571,229.33917,0.31019428,0.8602307,7390519300.0,22380.734,43770.25,0.18434304,2.0755966
SAMN04382457,1.5780498,0.29975128,0.32239982,173.29213,0.70611763,0.1848519,13.840839,0.6178563,0.059751917,3.2548056,1954543.0,inf,1.6560439,0.13252051,0.053969428,3.392261,9670250.0,7.208244,2.2865899,0.16476789,119.1406,0.3645358,13763.102,81999190000000.0,0.5289994,36971434000.0,0.4667567,1.0406133,2.2705522,0.21072273,23.05895,0.10119614,0.84779084,0.8869222,55.962658,2202.0742,0.10488353,1.9147819,0.5392299,9.831425,0.2250435,3.2950559,0.5175076,476411.44,0.02437541,0.38346767,467.80807,inf,7080844700000000.0,10.501151,630.46783,1560377000000000.0,0.29473698,3.2265363,0.4735347,3235006.2,78047970.0,0.16940197,2.685956,2.6809268,299482020000.0,868.4634,2.1513994,0.54456383,0.3528377,0.96341187,1.1467812,1.0513644,1.0082659,245.32419,5.7066402,0.41966015,0.59338325,0.9131706,1.2629541e+17,8.655226,2.823075,104111.43,0.41990188,8.904781,0.26543382,2.8171265,1073783100000.0,0.6506465,0.053017423,0.79050016,0.9664546,2.1332287e+23,0.05228289,1.2243913,0.3487137,1.6776005,4.726592,3.7419565,3.4154754,0.48212484,3.227429,4.0629536e+36,2.1919305,1.8576231,0.12857816,4.055052,402396.6,0.27804375,7.3661175,7510.9585,0.21575096,319.99744,0.30016553,16561.895,6.5734487,4.2228026,5.566685,0.95341146,0.8589013,0.75484,0.18055934,0.062495377,3.1879334,0.08289849,10395577000000.0,2.158096,4.3952026,170120800.0,79.401695,635.74603,0.16209987,inf,0.08089146,0.7459619,1.0381192,0.74828166,1.5745631,0.10270646,1.4383648e+32
SAMN04382459,94.142586,0.26824552,3.4671597,12.3949995,0.5491282,4.7882776,2.3618832,20.266634,0.15631042,7923.4683,1.0012357,0.3174535,99.3245,2.1657972,26.42888,1.7453042,inf,2103346.8,5.365999,0.12545899,1.9916375,920.1901,4.2891955,0.06842538,38638.6,5.0871234,4101203.2,0.23780271,0.2590931,5.7788634,2.4798944,0.61321175,10.075881,1.873021,0.59752506,0.9287385,13.567961,0.051227912,inf,0.81771237,0.65764105,inf,130.44386,254.92068,1.3297588,14.80868,83.77842,59.01566,0.4708017,22.28753,1.7622031,inf,0.0639934,0.96356875,0.15826058,0.7192584,0.74011713,1.5023408e+25,81.29613,0.1759457,0.4946832,0.27800116,1392.3918,3.1960776,1.8753155,149.86537,0.6147471,1.4290484,0.8112385,3794.8914,0.17390826,2.9327505,0.23391384,0.21336034,0.42998064,0.09277548,34493.39,0.22085306,2.3513515,0.43179587,0.16098864,303.9153,0.113907136,0.17256837,0.8759505,0.40904272,0.4467606,2.381382,0.18645814,5.0127788,1927949.0,0.10004114,0.17794868,1.9383938e+26,0.30895415,0.4669697,0.13207431,0.9521394,inf,1.4333855,0.75726265,2.1520283,1.22364,12.590099,2.8628583,9.0992425e+19,0.78848606,4.994219,inf,0.084005035,0.07067433,0.2816773,62.950558,9043.799,20.146362,1.0845257,4.9873195,1.0165505,45.678127,0.19694455,1.684463,138.7596,11160.68,2.2166016,509.89716,4.32064,0.17999636,14.634368,1.227798e+36,0.25403216,0.29796317,0.8894762,4.6876903,inf,0.019230282
SAMN04382460,15191236.0,1.1334121,17688.28,6.984717e+25,1116034.9,6.840661,1.6206907,inf,3.7806711,1.1950039e+28,2.5631793,4.6968946,0.7026294,1763.1655,18.764328,0.7231405,3289338800000000.0,inf,747.7644,1.3121005e+36,0.2118992,19608398000.0,2.2087855,326115000.0,2.7325346,0.3495954,5.3930254e+18,1.0579419,0.14363226,12.223682,367853.16,3.5688436,3.1776218,33883850.0,0.08618284,0.0646367,296907400.0,0.21059673,355115.78,1.9905808,196634.84,2.1522322,0.01424271,847.1206,51.660316,3.118642e+23,2.6241465,629259.25,0.9390478,2.6039114,0.5951884,18387340.0,5280598.5,0.5472643,1.7961681,325.7829,0.14802834,73.74468,3.648495e+18,842330.44,2.8611894,4.058123,365046.34,3.2710876,13.564895,5.212751e+32,0.11604926,7.8372755,0.092470706,2.356511,0.09140887,1.4538305e+23,2.4593723,0.07168031,0.19326553,0.2327545,23.631643,0.3287402,22.499388,0.38147599,169147710.0,inf,3.9291687e+17,1.3976833,2.9782712,1.6007429,0.5805087,0.52194697,2.180551,2.5580502,1010114.4,0.6689355,3.648947,inf,1.310929,0.27462655,22511569000.0,1.2125282,12357.842,4.5129786,0.23248819,41.131245,6.6499524,43.653313,1.6144763,9.805943,133.38335,1.3181518,inf,0.18104176,2.382087,2574.7715,0.25582457,inf,0.37394625,0.060460627,5.1651096,6.1492796,0.22607252,1.8825016,0.3464269,1.310716,2.1221686e+27,0.6399475,12.089227,0.92730427,0.5761875,0.18729562,inf,0.26003978,2276.3176,2.5839615,inf,1523469700.0,4.459658
SAMN04382461,71.356125,10.745601,0.93951917,0.019503547,0.12949474,11.648509,2.5772095,5667931.0,0.25998843,4583374000000000.0,1.5108527,1.3680248,0.76255053,2.3409286,244.6292,1.0536107,5.55974,639970100000000.0,inf,0.19728912,33.414486,0.14360699,6.049415e+18,31.367403,0.038955875,0.058555078,5.4027703e+18,4.677647,10.053201,2.8849185,0.11682202,0.30045065,18.41174,0.11334372,0.80325955,0.43749923,14.796915,2.000356,1.8492528,0.7898643,0.31590107,3.0381417,38.913937,59.70968,27.466076,0.032787398,inf,1001507.5,6367.225,1.7865679,6.814413,21.463745,0.4301803,3.0398042,0.16729738,0.598318,8524056000000000.0,26.95425,0.48857912,17.465864,0.1534732,7.919799e+27,1.4564131,17309774000.0,0.41627556,inf,0.3707748,0.029969322,2039860600.0,3.3200817,0.026367115,5.354104e+18,879729.94,255.63023,311.9347,6.236077,0.9259271,242.60051,0.09586824,0.5795168,0.16673838,inf,239.87114,0.7822753,0.07067051,2.3004217,0.24636759,1.1660323,0.054193605,18.74559,215378000000000.0,5156918.0,0.38446397,28.174824,0.37108976,6.206033,8.977813e+19,1.188263,0.48832905,2.7667177,0.18549955,8.977502,0.6963212,21.402922,0.40301767,59182.707,1.4528999,89.74341,3.3301964,0.70671153,7.5639772,0.5829996,1.2901143,2.7737033,1370.9918,2.103418,1.0402305,342.49066,9.240673,0.18989529,0.27682152,0.4583023,213001.52,0.60735047,5.4399137,0.1853405,0.19733301,0.13963819,62807.72,0.08276003,inf,0.6259727,1.6031684e+22,inf,0.09924515
